Table_Reference_Name,Table_History_Name,MySQL_Table,Variable_Name,Variable_Temporal,Variable_Aggregation,Variable_Type_Original,Variable_Type,Variable_dType,Variable_Max_States,Selected
hesIp,hesIp,tcarer_features_hesIp_hesIp,epitype_0t30d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,epitype_30t90d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,epitype_90t180d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,epitype_180t365d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,epitype_365t730d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,classpat_0t30d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,classpat_30t90d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,classpat_90t180d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,classpat_180t365d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,classpat_365t730d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,rotreat_0t30d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,rotreat_30t90d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,rotreat_90t180d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,rotreat_180t365d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,rotreat_365t730d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,protype_0t30d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,protype_30t90d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,protype_90t180d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,protype_180t365d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,protype_365t730d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,orgCluster_0t30d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,orgCluster_30t90d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,orgCluster_90t180d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,orgCluster_180t365d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0
hesIp,hesIp,tcarer_features_hesIp_hesIp,orgCluster_365t730d,1,"others_cnt, prevalence_1_cnt, prevalence_2_cnt, prevalence_3_cnt, prevalence_4_cnt, prevalence_5_cnt, prevalence_6_cnt, prevalence_7_cnt, prevalence_8_cnt, prevalence_9_cnt, prevalence_10_cnt",INT,"CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS, CONTINUOUS","i4, i4, i4, i4, i4, i4, i4, i4, i4, i4, i4",,0

